year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,158,158
2008-12,158,158
2009-13,159,159
2010-14,158,158
2011-15,158,158
2012-16,158,158
2013-17,158,158
2014-18,158,158
2015-19,158,158
2016-20,158,157
2017-21,158,158
2018-22,158,158
2019-23,158,158
2020-24,158,158
2021-25,158,158
