year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,125,114
2008-12,125,114
2009-13,128,123
2010-14,128,123
2011-15,130,123
2012-16,131,123
2013-17,129,123
2014-18,140,120
2015-19,143,118
2016-20,144,118
2017-21,144,118
2018-22,128,118
2019-23,143,118
2020-24,141,118
2021-25,139,118
