year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,103,93
2008-12,88,92
2009-13,88,93
2010-14,88,92
2011-15,89,69
2012-16,89,68
2013-17,112,68
2014-18,68,71
2015-19,84,83
2016-20,92,97
2017-21,108,83
2018-22,105,106
2019-23,98,78
2020-24,98,77
2021-25,99,78
