year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,88,88
2008-12,87,87
2009-13,98,88
2010-14,88,88
2011-15,153,98
2012-16,153,78
2013-17,153,77
2014-18,153,78
2015-19,153,81
2016-20,153,78
2017-21,153,88
2018-22,153,88
2019-23,98,75
2020-24,99,75
2021-25,100,77
