year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,178,47
2008-12,178,73
2009-13,178,71
2010-14,178,69
2011-15,178,69
2012-16,178,178
2013-17,178,177
2014-18,176,174
2015-19,178,176
2016-20,168,52
2017-21,172,50
2018-22,168,50
2019-23,168,50
2020-24,168,58
2021-25,168,47
