year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,162,43
2008-12,143,43
2009-13,144,83
2010-14,144,68
2011-15,168,68
2012-16,149,68
2013-17,148,68
2014-18,149,68
2015-19,151,64
2016-20,153,67
2017-21,151,50
2018-22,152,50
2019-23,168,50
2020-24,163,50
2021-25,164,50
