year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,134,143
2008-12,143,143
2009-13,178,43
2010-14,178,65
2011-15,178,59
2012-16,178,59
2013-17,165,59
2014-18,138,60
2015-19,43,43
2016-20,140,43
2017-21,142,43
2018-22,143,43
2019-23,144,43
2020-24,143,43
2021-25,146,43
