year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,143,69
2008-12,142,70
2009-13,153,68
2010-14,153,153
2011-15,153,68
2012-16,153,153
2013-17,153,153
2014-18,153,153
2015-19,150,150
2016-20,148,148
2017-21,147,148
2018-22,145,54
2019-23,54,54
2020-24,56,55
2021-25,56,58
