year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,109,109
2008-12,98,109
2009-13,98,110
2010-14,110,111
2011-15,112,111
2012-16,113,88
2013-17,113,112
2014-18,113,100
2015-19,111,98
2016-20,108,95
2017-21,89,93
2018-22,88,88
2019-23,109,110
2020-24,89,78
2021-25,88,78
