year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,128,128
2008-12,128,128
2009-13,127,128
2010-14,128,128
2011-15,128,128
2012-16,128,128
2013-17,128,128
2014-18,139,128
2015-19,129,128
2016-20,128,138
2017-21,128,128
2018-22,128,128
2019-23,132,128
2020-24,133,129
2021-25,133,129
