year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,43,43
2008-12,43,53
2009-13,43,52
2010-14,73,53
2011-15,73,54
2012-16,73,54
2013-17,73,51
2014-18,73,92
2015-19,74,43
2016-20,52,52
2017-21,53,91
2018-22,108,96
2019-23,50,43
2020-24,178,43
2021-25,178,60
