year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,138,138
2008-12,138,139
2009-13,138,140
2010-14,138,139
2011-15,138,140
2012-16,146,139
2013-17,133,139
2014-18,133,139
2015-19,133,141
2016-20,143,142
2017-21,141,143
2018-22,142,143
2019-23,143,143
2020-24,143,144
2021-25,143,133
