year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,108,109
2008-12,109,109
2009-13,109,111
2010-14,109,110
2011-15,112,111
2012-16,113,112
2013-17,113,112
2014-18,113,112
2015-19,108,109
2016-20,108,108
2017-21,123,123
2018-22,123,109
2019-23,123,123
2020-24,123,123
2021-25,123,122
