year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,145,133
2008-12,128,122
2009-13,145,145
2010-14,138,122
2011-15,124,122
2012-16,126,123
2013-17,123,123
2014-18,122,122
2015-19,140,123
2016-20,140,123
2017-21,142,123
2018-22,128,125
2019-23,128,127
2020-24,128,128
2021-25,129,128
