year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,NA,133
2008-12,132,133
2009-13,131,132
2010-14,178,133
2011-15,134,148
2012-16,135,147
2013-17,138,148
2014-18,134,133
2015-19,140,140
2016-20,141,142
2017-21,154,142
2018-22,130,130
2019-23,129,129
2020-24,128,128
2021-25,129,131
