year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,129,132
2008-12,128,132
2009-13,124,133
2010-14,139,137
2011-15,139,126
2012-16,138,138
2013-17,139,138
2014-18,138,138
2015-19,139,118
2016-20,138,118
2017-21,178,119
2018-22,178,119
2019-23,122,118
2020-24,178,122
2021-25,178,121
