year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,158,113
2008-12,158,111
2009-13,161,113
2010-14,159,112
2011-15,160,109
2012-16,149,107
2013-17,149,105
2014-18,149,105
2015-19,150,101
2016-20,149,101
2017-21,149,107
2018-22,152,107
2019-23,154,108
2020-24,159,104
2021-25,158,104
