year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,125,124
2008-12,124,123
2009-13,128,123
2010-14,124,123
2011-15,123,123
2012-16,123,123
2013-17,140,123
2014-18,140,123
2015-19,139,122
2016-20,123,123
2017-21,127,124
2018-22,127,125
2019-23,127,126
2020-24,127,125
2021-25,147,127
