year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,80,80
2008-12,79,78
2009-13,79,78
2010-14,133,53
2011-15,178,53
2012-16,178,53
2013-17,173,51
2014-18,174,52
2015-19,178,49
2016-20,174,49
2017-21,168,45
2018-22,178,43
2019-23,178,43
2020-24,178,43
2021-25,178,43
