year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,73,58
2008-12,74,73
2009-13,75,70
2010-14,63,61
2011-15,63,62
2012-16,64,65
2013-17,63,64
2014-18,64,65
2015-19,65,66
2016-20,66,60
2017-21,66,57
2018-22,57,58
2019-23,58,58
2020-24,58,58
2021-25,58,58
