year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,178,178
2008-12,178,175
2009-13,178,172
2010-14,172,171
2011-15,176,172
2012-16,176,172
2013-17,174,172
2014-18,173,172
2015-19,176,172
2016-20,174,172
2017-21,173,172
2018-22,178,178
2019-23,178,178
2020-24,178,178
2021-25,178,178
