year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,163,98
2008-12,161,98
2009-13,161,98
2010-14,158,98
2011-15,158,98
2012-16,158,98
2013-17,158,98
2014-18,178,98
2015-19,178,98
2016-20,163,98
2017-21,88,98
2018-22,88,98
2019-23,87,98
2020-24,98,98
2021-25,164,98
