year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,138,142
2008-12,139,143
2009-13,138,128
2010-14,138,139
2011-15,138,138
2012-16,138,128
2013-17,127,128
2014-18,139,141
2015-19,127,143
2016-20,138,142
2017-21,138,143
2018-22,138,128
2019-23,138,145
2020-24,138,128
2021-25,136,134
