year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,113,127
2008-12,140,142
2009-13,138,134
2010-14,135,135
2011-15,128,129
2012-16,137,131
2013-17,125,128
2014-18,124,128
2015-19,146,128
2016-20,122,118
2017-21,143,118
2018-22,120,118
2019-23,119,119
2020-24,119,119
2021-25,120,119
