year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,93,91
2008-12,93,93
2009-13,78,83
2010-14,83,83
2011-15,73,82
2012-16,84,78
2013-17,76,78
2014-18,74,78
2015-19,88,78
2016-20,88,78
2017-21,63,108
2018-22,62,107
2019-23,63,107
2020-24,107,105
2021-25,73,103
