year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,153,123
2008-12,128,123
2009-13,124,122
2010-14,123,122
2011-15,123,120
2012-16,178,120
2013-17,173,119
2014-18,175,119
2015-19,119,119
2016-20,120,119
2017-21,121,120
2018-22,178,122
2019-23,178,120
2020-24,178,121
2021-25,178,121
