year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,143,48
2008-12,48,48
2009-13,50,48
2010-14,52,46
2011-15,52,43
2012-16,53,43
2013-17,43,43
2014-18,133,43
2015-19,43,43
2016-20,133,45
2017-21,48,47
2018-22,49,47
2019-23,48,46
2020-24,49,47
2021-25,48,48
