year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,132,161
2008-12,138,138
2009-13,138,138
2010-14,138,178
2011-15,178,178
2012-16,178,178
2013-17,178,178
2014-18,178,178
2015-19,153,173
2016-20,178,178
2017-21,178,178
2018-22,178,122
2019-23,122,122
2020-24,122,121
2021-25,122,121
