year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,73,73
2008-12,73,58
2009-13,81,82
2010-14,67,69
2011-15,68,68
2012-16,68,68
2013-17,68,68
2014-18,68,68
2015-19,78,79
2016-20,78,77
2017-21,78,52
2018-22,79,78
2019-23,77,53
2020-24,78,78
2021-25,79,64
