year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,167,43
2008-12,170,148
2009-13,170,169
2010-14,170,157
2011-15,169,158
2012-16,171,158
2013-17,170,170
2014-18,171,171
2015-19,169,169
2016-20,171,170
2017-21,171,169
2018-22,178,168
2019-23,178,167
2020-24,178,178
2021-25,178,166
