year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,142,143
2008-12,143,143
2009-13,143,142
2010-14,143,143
2011-15,143,143
2012-16,143,142
2013-17,143,143
2014-18,143,143
2015-19,143,143
2016-20,142,141
2017-21,143,143
2018-22,144,143
2019-23,144,144
2020-24,143,143
2021-25,145,146
