year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,NA,104
2008-12,NA,104
2009-13,158,105
2010-14,158,107
2011-15,158,108
2012-16,153,108
2013-17,153,108
2014-18,153,108
2015-19,153,104
2016-20,127,97
2017-21,128,99
2018-22,128,99
2019-23,128,99
2020-24,127,98
2021-25,NA,98
