year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,108,93
2008-12,88,93
2009-13,108,93
2010-14,108,89
2011-15,98,98
2012-16,98,98
2013-17,98,98
2014-18,98,98
2015-19,98,98
2016-20,97,88
2017-21,93,93
2018-22,89,88
2019-23,92,90
2020-24,91,94
2021-25,92,80
