year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,108,109
2008-12,109,110
2009-13,109,111
2010-14,168,112
2011-15,158,112
2012-16,158,108
2013-17,158,106
2014-18,158,104
2015-19,103,112
2016-20,103,104
2017-21,103,112
2018-22,108,109
2019-23,109,110
2020-24,118,116
2021-25,118,118
