year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,107,93
2008-12,108,71
2009-13,109,69
2010-14,111,70
2011-15,111,70
2012-16,113,69
2013-17,113,71
2014-18,113,72
2015-19,113,82
2016-20,113,80
2017-21,111,53
2018-22,109,53
2019-23,109,53
2020-24,104,53
2021-25,103,53
