year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,138,138
2008-12,153,138
2009-13,138,138
2010-14,138,138
2011-15,138,138
2012-16,138,113
2013-17,128,117
2014-18,128,119
2015-19,128,118
2016-20,143,119
2017-21,153,118
2018-22,143,118
2019-23,143,119
2020-24,143,118
2021-25,144,118
