year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,43,43
2008-12,43,43
2009-13,43,48
2010-14,43,48
2011-15,48,48
2012-16,43,93
2013-17,43,43
2014-18,53,54
2015-19,44,43
2016-20,43,43
2017-21,43,43
2018-22,43,43
2019-23,49,48
2020-24,48,48
2021-25,48,48
