year_frame,breeder_peak_doy,migrant_peak_doy
2007-11,168,88
2008-12,168,88
2009-13,168,93
2010-14,148,92
2011-15,NA,93
2012-16,NA,93
2013-17,NA,94
2014-18,NA,93
2015-19,NA,92
2016-20,NA,93
2017-21,NA,88
2018-22,NA,93
2019-23,NA,93
2020-24,NA,93
2021-25,NA,93
